Label,Claim
0,Was Canada's Draconian COVID 'Global Reset Plan' Leaked to the Public?
1,Did Same-Sex Kiss in Cadbury Ad Spark Angry Petition?
0,Is 'Stop the Steal' Founder Ali Alexander Testifying at House Jan. 6 Panel Hearing?
1,"“Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.”"
1,"Says Beto O’Rourke ""has a criminal record that includes DWI and burglary arrests."""
0,Does a Video Show an Armed Robot Turning on Humans?
0,Did Ted Cruz Botch a Shakespeare Quote?
0,Do Red Lights Outside Homes Indicate Anti-Gun Solidarity?
0,"Justin Trudeau: “Clowns Will Be Arrested and Fined $10,000”"
0,Says the NBA is asking Donald Trump to “resign or we’ll never play again.”
1,The Strange History of the Shopping Cart
0,Did a Captured Islamic State Leader Have Barack Obama On Speed Dial?
0,Fowl Play
0,Rogue Amazon Drone Delivers Bomb to White House?
0,'Sonia Disowns Rahul' Virus Hoax
1,“San Francisco had twice as many drug overdose deaths as COVID deaths last year.”
1,"""Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition."""
0,Sylvester Stallone Death Hoax
1,"Says immigrant military service members applying for U.S. citizenship ""are getting rejected at higher numbers than those who are not veterans."""
0,Does President Donald Trump Plan to End School Shootings — By Banning Schools?
1,"""The House of Representatives has never sued a sitting president in all of U.S. history."""
1,Did Neil Gorsuch Quote Henry Kissinger in His Yearbook Entry?
1,Did Sen. Tom Cotton Issue a 'Cease and Desist' Letter to a Constituent?
0,Denny’s Waitress Assaulted by Muslims for Serving Bacon During Ramadan
0,Crosseyed Man Strangles Girlfriend
1,Nissan Complaint Letter
0,Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.
0,"Did 17,000 Ford Plant Jobs in Ohio Go to Mexico?"
1,"Florida ""unemployment has dropped more than 2 percentage points, down from 12 percent to 9.9 percent, the second-largest drop in the nation."""
1,Was Trump's SAG-AFTRA Letter Signed 'President Donald J. Trump'?
1,The Tragic Life Experiences of Dallas Police Chief David Brown
0,Was a Small Child Handcuffed at Dulles Airport Due to Entry Restrictions?
1,"If it is enacted, the Senate immigration bill is ""going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet."""
0,FALSE: Michael Jordan Lowers Price of Air Jordan Shoes to $19.99
0,The 'Merrylin Cryptid Museum'
1,"""Gov. Romney was very clear, he would veto the DREAM Act."""
0,Was a Florida Zoo Employee Killed While Attempting to Rape an Alligator?
1,"""New York consistently ranks as one of the worst voting turnout states in the nation."""
0,Did Trump Say Mexicans Call Him a 'Peachy Cool Arrow'?
1,"Says ""Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother."""
0,Did a Colorado Infant Become the 'First Pot Overdose Death'?
0,Did 'The Simpsons' Predict Autocorrect?
1,Has Warrick Dunn Built More Than 145 Homes for Single Parents?
1,Does Lil' Rabbit in 'Goodnight Moon' Take 70 Minutes to Say Good Night?
0,Did Joe Biden Say Vladimir Putin Wants to 'Destroy the New World Order'?
0,Did an Elderly Woman Train 65 Cats to Steal from Her Neighbors?
1,Were 'Cakewalks' Dances Performed by Black Slaves on Plantations?
0,Did a Pilot Use an Axe to Reenter the Cockpit?
1,"""47 - New provisions ObamaCare charges the IRS with implementing, according to the Government Accountability Office."""
0,Was Woman Removed from Flight for Insisting on COVID-19 Vaccinations?
0,Would Decorated Vermont State Trooper Arcot Ramathorn Be Affected by U.S. Entry Restrictions?
0,"No, the Owner of WTC Building 7 Didn't 'Admit' It Was Demolished After 9/11"
1,Asha Degree
0,Is Corona the Patron Saint of Plagues?
1,Did Trump Tweet That Reporters Should Return 'Noble' Prizes?
1,"Currently, the intelligence community ""can collect business records on law-abiding Americans who have no connection to terrorism."""
0,Clouds Over Geneva Show CERN Opening a Portal to a New Dimension?
0,“Terry (McAuliffe) calls in his friend Joe Biden to actually put the DOJ on Virginia parents.”
0,Did Jill Biden Give a Speech in Front of a Nazi-Inspired Flag?
1,Is This Photo of Windows Holding Back Hurricane Ian Floodwaters Real?
0,Did a Reporter Ask Doug Williams How Long He'd Been a Black Quarterback?
0,Did Donald Trump Say 'Police Officers and Firefighters Make Too Much Money'?
0,Did a Canadian Woman Wear a 'My Legs Are Open for Refugees' Sign?
0,Facebook users can avoid “problems with your Facebook going against community standards” by changing your settings.
0,“A Florida court sets atheist holy day” on April 1.
1,"In Florida, it’s not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse."
1,Did the FDA Approve a Cocaine Nasal Spray?
1,Did Gwyneth Paltrow’s ‘Vagina Candle’ Explode in Woman’s Living Room?
0,Cut Onions Contamination Warning
1,"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads."""
1,"Says Joe Manchin ""refused to commit to Kavanaugh until AFTER the Senate had the votes."""
0,Is There an 'Epidemic of Child Abduction' in Kansas?
0,Doctors Kill More People Than Guns?
0,Woman Runs Husband Down with SUV Because He Voted for Trump
0,Black Homeless Woman Says Trump Allowed Her to Live in Trump Tower Rent Free
1,"""We have 650 people who move to Texas every day."""
1,"A bill delaying the start of classes until Labor Day would permit school districts ""to shave 5 full weeks off the school year."""
1,Did Gay Men Take Over the #ProudBoys Hashtag on Social Media?
1,Is It Snowing?
0,Should Travelers Always Keep a Bread Clip in Their Wallet?
0,Did 45K People Die Within 3 Days of Getting COVID Vaccine?
1,"About New York state: ""We have the highest debt per capita."""
0,Did a Woman Expose Her Cheating Husband with a Billboard?
1,Is Clothing Retailer Marshalls Still Paying Employees in Puerto Rico?
1,Baseball's Jim Gentile Received $5K 'Bonus' – 50 Years Late
0,Does Lil' Wayne Have One Month to Live?
0,FALSE: President Obama Pardons Bill Cosby
0,"Did President Trump Send Feds to Raid Islamberg, New York?"
0,Was Cal Abrams Tricked Into Insulting His Future Manager?
1,"Says Mitt Romney ""wants to end tax credits for wind producers."""
1,"The United States is no longer ""top nation in the globe on infrastructure,"" having fallen to 15th."
1,"Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obama’s Cabinet."
0,Did the Flu Shot Cause This Year’s Flu Epidemic?
1,Video Shows Baby Delivered Inside Intact Amniotic Sac
0,‘Got Another Friend Request from You’ Facebook Warning
0,Was Lady Gaga's Super Bowl Halftime Show Satanic?
1,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.
0,Is Bugs Bunny's Phallus Visible in a Merrie Melodies Cartoon?
0,Did Queen Elizabeth II Ask Cristiano Ronaldo to Sign Jerseys?
0,Jock Shock
0,Did Fox News Contributor Tomi Lahren Compare Her 'Real Hair' to Beyoncé's?
0,"Do Abortion Rates Fall During Democratic Administrations, Rise During Republican Ones?"
1,School Bans U.S. Flag T-Shirts on Cinco de Mayo
0,"Are 'Illegals' Lining Up to Vote in Battsville, Arizona?"
0,Can Poll Workers Invalidate Ballots by Writing on Them?
0,Did the ADA Say Semen Reduces Plaque and Tartar by 77%?
1,Do Pics Show an Injured Bald Eagle Named 'Freedom' Nursed Back to Health By a Cancer Survivor?
1,"The Obama administration has put out ""more of these major rules than the Clinton administration or the Bush administration during comparable times."""
1,Says Obama opposes offshore drilling and a gas tax holiday.
1,"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.”"
1,"Says this month’s special session will cost the state $27,300 a day just for legislators’ daily living expenses."
1,Is the NFL Scrapping Its 1-Helmet Rule Starting in 2022?
0,Yellowstone Lava Geyser
1,"Yes, Kandiss Taylor’s Campaign Slogan is ‘JESUS, GUNS, AND BABIES'"
0,Did Trump Say Doctors Had 'Never Seen a Body Kill Coronavirus Like My Body'?
0,Is the Bill Clinton 'Sickness' Photo Real?
1,Did Christian Crowdfunding Campaign Raise Money for Kyle Rittenhouse?
1,Does Donald Trump Have a Statue of Himself in Mar-a-Lago Office?
1,Did an Alabama Church Display a Sign Comparing Roy Moore to Jesus?
0,23 States Agree to Implement Gun Control Law Banning Hollow Point Ammunition
0,Was Bobby Shmurda Stabbed to Death in Rikers Island Jail by His Cell Mate?
1,Did President Obama Order More Than 500 Drone Strikes?
0,"Says Pope Francis “was arrested Saturday in connection with an 80-count indictment of charges including possession of child pornography, human trafficking, incest, possession of drug paraphernalia and felony fraud.”"
0,President Trump Announced a $612 Credit for 'Deserving Americans'?
1,"Says ""Bill Clinton and George Bush both say build the Keystone XL."""
1,Did a Man in Sweden Die From Penis Enhancement Surgery?
0,Did Chuck Norris' Net Worth Leave His Family 'in Tears'?
1,Was a Woman Shouted at by Sentinel at the Tomb of the Unknown Soldier?
1,Is This 3D Cat Really Just a Flat Billboard?
1,The very first meal on the surface of the moon was the Holy Communion.
1,Is This a Mugshot of Bill Gates After Arrest for Traffic Violations?
1,Is This a Photograph of European Jews Protesting Deportation from the U.S. to Nazi Germany?
1,Did Hundreds of Worshipers Attend an AR-15 Blessing Ceremony at a Church?
0,Graffiti Artist Banksy Arrested in London; Identity Revealed
1,"Says the proposed fiscal year 2013 budget ""is still below the level of state spending when I took office."""
0,Was the World's First Head Transplant a Success After a Nineteen-Hour Operation?
0,Is the Department of Defense Planning a Communications Drill to Coincide with 'Antifa' Demonstrations?
0,Did the National Cancer Institute 'Finally Admit' That Marijuana Kills Cancer?
1,Says President Richard Nixon held meetings with heads of state without an American interpreter.
1,"""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years."""
1,Did a 1970s Cartoon Ridicule Anti-Solar Power Rhetoric?
0,Universal Studios Orlando Is Not Closing Permanently
0,Were Chester Bennington and Chris Cornell Murdered to Cover Up a Pedophile Ring?
0,"Says Kobe Bryant tweeted, ""I have information that will lead to the arrest of Hillary Clinton."""
0,Is This President Trump With a Controversial Russian Lawyer?
1,Did a Church Close Its Food Bank 'Because It Attracts Poor People'?
0,Was Sen. John McCain a 'Hanoi Hilton Songbird'?
1,"""Obama put a 10 percent tax on tanning."""
0,"Did a Costco Gas Pump Say, 'Don't Blame Us. Blame Joe Biden'?"
0,Hawaii Official Says No Birth Certificate for President Obama?
0,Ugly Children Disposal
0,Did Pelosi Prevent National Guard from Responding to Capitol Attack?
0,Did Alabama State Police Arrest Three Poll Workers in Birmingham?
0,Was Gilligan's First Name 'Willy'?
0,Is Chick-fil-A Offering Free Food for Mother's Day?
0,Did Steelers Coach Mike Tomlin 'Rip' Alejandro Villanueva For Not Protesting During the National Anthem?
1,"Did CIA Video Feature ‘Intersectional,’ ‘Cisgender,’ ‘Latina’ Woman?"
0,Did Sarah Huckabee Sanders Say She Was 'Proud' to be Compared to Aunt Lydia From 'The Handmaid's Tale'?
0,False Message Promises Donations for the Care of a Raped Child Named Maria
1,The Million-Dollar Comma
1,"""Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost."""
0,Was Hillary Clinton's Assistant J.W. McGill Found Dead?
1,"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S."""
0,Did AOC Say 'Private Truck Drivers Are Destroying America'?
0,Did the DOJ Admit the Flu Shot Is the “Most Dangerous” Vaccine in America?
0,Melania Trump Wore Seinfeld's 'Pirate Shirt' to the RNC
0,'Plandemic': Was Judy Mikovits Arrested Without a Warrant and Jailed Without Charges?
0,"Did Donald Trump Insult Minorities, Students with Disabilities on Twitter?"
1,Did TikTok Videos 'Expose' McDonald's Breakfast?
1,"""Rhode Island already gets more revenue per capita from gambling than any other state in the country."""
1,Was a Rare 'Zonkey' Born in Kenya?
0,"No, Sloan Kettering Scientists Did Not Discover That mRNA Vaccines 'Promote Cancer'"
1,"""There are more African American men in prison, jail, on probation or parole than were enslaved in 1850."""
1,Did Sean Connery Condone Slapping Women?
0,Did Mark Zuckerberg Post About Orgies on Little St. James Island?
1,"The Senate health care bill ""would leave 24 million people without insurance coverage."""
1,There are 86 languages spoken at Miami Dade College.
