Label,Claim
0,"""Electromagnetic radiation from wireless technologies, including and especially 5G, can cause the same symptoms as COVID-19!"""
0,Says a photo shows Barack Obama looking through binoculars the wrong way.
1,Harry S. Truman's Plain Speaking
0,Does This Photograph Show Barack Obama Holding a 'Michelle Obama 2020' Shirt?
0,Facebook Scammers Seize On Gas Monkey Garage Giveaway
1,Did a Billboard in Missouri Show President Trump Alongside a Gospel Quote?
0,"""We don't know anything about Hillary in terms of religion. Now, she's been in the public eye for years and years, and yet there's no — there's nothing out there."""
0,"""The reason we even have colleges is that at some point there were politicians who said, ‘You know what? We should start colleges.’ """
0,"""45.6 million people watched (the State of the Union), the highest number in history. @FoxNews beat every other Network, for the first time ever, with 11.7 million people tuning in."""
0,Do Democrats Want to Add Martin Luther King to Mount Rushmore?
1,Do Photos Show Guns Drawn in US House Chamber?
0,"“Only sign outside Bucks County voting place. Democrats shown, republicans blurred out. … More scamming in Pennsylvania!”"
1,Viral Video Showcases Massive Draft Horse
0,Is This Video of a 'Gyro Drop' Amusement Park Ride Real?
1,"In economic growth, ""Obama's best year was slower than Bill Clinton's worst year."""
0,"Says Scott Walker ""said he wouldn't touch"" the state civil service system but now supports overhauling it."
0,"Says instead of arresting a teen who was sneaking into a gym, a Chicago cop ""shot him 53 times."""
1,Could Women Not Do These 9 Things in 1971?
0,"“Next week has a time change, full moon and Friday the 13th.”"
0,The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.
0,“Gas in Canada is $9.00 a gallon.”
0,Chief of the Kayapó Devastated
0,How Are Baby Carrots Made?
0,President Obama Is Giving Mexico $75 Million to Build a Southern Border Wall
0,Video shows Clark County poll worker acting illegally by asking people to place their ballots into a bag outside of a drop box.
0,Did a Second Gunman Shoot From the Fourth Floor of the Mandalay Bay Hotel?
1,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government."""
0,"""Red Alert: Major Signs of Voter Fraud Uncovered In Ohio."""
0,Do Maps Show High Crime Rates Where Democrats Vote?
1,"""Here are some of the things that are more popular than Congress: hemorrhoids, Nickelback, traffic jams, cockroaches, root canals, colonoscopies, herpes. Even herpes, they couldn’t beat herpes in the polls."""
1,"""I said no to these big bank bailouts."""
0,Did Actor Chris Pratt Say He Likes Hunting Because He Enjoys Killing Animals?
0,"""We actually have not required in this law that you carry health insurance."""
1,Did a Professor Flunk a Student for Correctly Saying that Australia Is a Country?
0,"Says ""Schaufler was the only Democrat who voted to stop"" the state’s health care reform plan."
0,Should Coke Always Be Poured on Wheels When Traveling Alone?
0,NFL will fly a “‘Black Lives Matter’ flag under the American flag at games.”
0,"Says Dan McCready ""believes in open borders and sanctuary cities."""
0,Did Meghan Markle's Dog Accompany Queen Elizabeth to the Royal Wedding?
0,Video shows Ukrainian soldiers shooting down Russian helicopters.
0,"""It was allowed,"" referring to her email practices."
1,Is the Age of Consent 16 and 17 in Majority of US States?
1,"""According to Republican Rep. Jeff Shipley, teachers should not receive a pay raise if they teach American history that Republicans don’t agree with."""
0,"“In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.”"
0,"Says ""Rosie O’Donnell apparently committed the same offense five times, five times, when she broke the identical law that Dinesh (D'Souza) was prosecuted for."""
0,"Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants ""not to the highest bidder, but to the biggest donors"" with no oversight."
0,A Panic Attack During a CT Scan? Nope.
0,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It’s a blatant lie.”
0,Are Opossums ‘Nature’s Pest Control’ and ‘Clean-up Crew'?
0,The Build Back Better bill provides “'parole' amnesty for millions of criminal illegal aliens.”
1,“Iran has stockpiled 10 times as much enriched uranium as it had” in 2016.
0,"Says an EPA permit ""languished"" under Strickland but his new EPA director got it done in two days."
0,"""Urgente! China prepara un ataque nuclear desde el espacio! Nueva York en alerta roja!"""
0,"Undocumented drivers ""have protections that US citizens don’t receive under Green light bill."""
1,"""Austin’s the fastest-growing city in the country the last five years."""
0,Were News Stories About the Florida Mass Shooting Posted Days Before It Happened?
0,"""USDA approves slaughterhouses producing horse meat for human consumption"""
0,"""The word progressive ... was created as a substitute for ‘communist’."""
0,"Says Majority Leader Eric Cantor called for ""abolishing Social Security and Medicare."""
0,"Did Joel Osteen Offer to Reveal God's Plan in Exchange for $5,000?"
1,Was an Oklahoma Woman Killed By a Pack of Small Dachshunds?
0,Did LeBron James Say He Wants Nothing To Do With White People?
1,Has the US Redesigned Its Flag Before?
0,"The Obama administration ""manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration."""
0,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden."
1,Did PETA Ask MLB to Rename Bullpen ‘Arm Barn’?
0,"""The Iranians continue – in the view of every objective observer – continue to pursue the acquisition of nuclear weapons."""
1,"""And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001."""
0,California voters who go to the polls to vote in person will be “TURNED AWAY & CANNOT VOTE” unless they change their voting preference to “NO to mail in voting.”
0,Is Kanye West the Richest Black Man in America?
1,"""Andrew Jackson was the last president who actually balanced the federal budget, where we had no national debt."""
0,“Nearly half of pregnant women in Pfizer trial miscarried.”
1,Did Tomi Lahren Say Biden Supporters Would 'Loot and Riot' If He Lost Election?
0,"""Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee."""
0,Great White Sharks Spotted in Mississippi River?
0,"""Every county, including Chittenden, has fewer people available for work."""
1,President Obama's Cell Phone Salute
0,"""We spend in tax loopholes annually $1.1 trillion. That's more than we spend on our defense budget in a year, on Medicare or Medicaid in a year."""
0,The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.
1,Do Viral Photos Show a Lion Getting a Foot Massage?
0,Can You Pop Popcorn with a Pickle and a AA Battery?
1,"Says, ""when this governor came to office, he had (an) 11 billion dollar - I call it mismanagement – deficit."""
0,"Says the initial Portland plastic bag ban represented ""only a modest share of total single-use checkout bag use."""
1,"Says Ronald Reagan ""repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way."""
0,“Japan drops vax rollout”
0,"No, Sean Connery's Net Worth Didn’t Leave Family ‘in Tears’"
1,McCain has switched to Obama's position on more troops to Afghanistan.
1,"Only 20 colleges and universities ""have athletic departments with revenue exceeding expenses."""
0,"Says that Tennessee Gov. Bill Haslam ""has made it clear by his repeated actions that he will pursue a policy that promotes the interest of Islamist (sic) and their radical ideology as long as he is governor."""
0,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes."
0,“CDC says expect a polio-like outbreak coming in children in the next four months.”
0,“Dr. Oz wins seat.”
1,"""Today many Florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas."""
0,BBC News edited out boos in footage of Boris Johnson arriving at the Queen’s Platinum Jubilee thanksgiving service.
0,Giuliani Misattributes Quote to 2 Different Patriots on Election Day
0,"""The cost-of-living increase in Social Security is tied to wage inflation."""
1,"Recovery.gov listed congressional districts that ""do not exist."""
1,Says Mike Braun has supported two proposals and a lawsuit to end coverage for people with pre-existing conditions.
0,'Merry Christmas from Behind Bars' Holiday Card?
0,National Guard members turned their backs on Biden’s motorcade on Inauguration Day.
0,Were President Trump’s Border Wall Specs Designed to Benefit a Russian Oligarch?
1,Lee Zeldin “voted for abortion bans even when the mother’s health is at risk.”
0,Microsoft and Bill Gates created a 1999 video game called “Omikron.”
0,Is CNN Permanently Closing Their Doors After a Ratings Plunge of 30 Percent?
0,Is This 'Learning Story' About Circus Tickets from Katharine Hepburn?
0,Obama couldn't have afforded his home without Rezko's help.
0,Did Trump's Older Sister Say 'Donnie's Acting Like a Nutjob'?
1,"""Since 2011, we have documentation of 1,671 dead bodies we have recovered in Texas, many in Brooks County."""
0,"""Even the CBO numbers show now that the entire $1.5 trillion tax cut is virtually paid for by higher revenues and better nominal GDP."""
0,"Says Donald Trump used farmers’ struggles “to push through a multi-billion dollar bailout program that was nothing more than a handout for large agricultural companies."""
1,"""One in three people who’s receiving treatment for (opioid) drug problems gets some help from Medicaid to pay for that."""
0,"""George H.W. Bush has died at 94."""
